"Subject: DocNest we noticed a passwordless sign-in on new Edge browser profile in Atlanta, US (review)

Good morning Alex,

We based on logsdetected we noticed a passwordless sign-in for your SSO portal from new Edge browser profile in Atlanta, US.

To keep your account safe, kindly reset your password within 48 hours via hxxps://auth-nimbusdrive[.]invalid/portal?rid=474190.

Open security page: hxxps://account-docnest[.]invalid/validate?rid=809208

SIMULATION: This content is for training only.

Warm regards,
Parker",phishing-credential
"Subject: SkyDocs new authenticator enrolled on hotel business center in Oslo, NO (final notice)

Dear Arden,

We detected new authenticator enrolled for your Expense portal from hotel business center in Oslo, NO.

To keep your account safe, kindly confirm your identity by end of day via hxxps://account-nimbusdrive[.]invalid/access?rid=477197.

Open security page: hxxps://auth-arksync[.]invalid/check?rid=113856

SIMULATION: This content is for training only.

Sincerely,
Reese",phishing-credential
"Subject: CoreVault MFA approval denied on iPad Pro in Helsinki, FI (review)

Dear Reese,

We detected MFA approval denied for your Source control from iPad Pro in Helsinki, FI.

To keep your account safe, kindly reset your password by tomorrow via hxxps://account-skydocs[.]invalid/security?rid=451606.

Open security page: hxxps://account-nimbusdrive[.]invalid/recheck?rid=945947

SIMULATION: This content is for training only.

Warm regards,
Elliot

Reference: [ID-900348]",phishing-credential
"Subject: CloudCask impossible travel detected on Ubuntu host in Lisbon, PT (review)

Hello Sam,

We detected impossible travel detected for your Payroll system from Ubuntu host in Lisbon, PT.

To keep your account safe, kindly confirm your identity before midnight via hxxps://update-vertex365[.]invalid/account?rid=449790.

Open security page: hxxps://account-cloudcask[.]invalid/auth?rid=656184

SIMULATION: This content is for training only.

Thanks,
Jamie

SIMULATION: This message is for security training only.

Reference: [ID-109620]",phishing-credential
"Subject: CoreVault we noticed a passwordless sign-in on Chromebook in Manchester, UK (review)

Good afternoon Shawn,

We possiblydetected we noticed a passwordless sign-in for your Expense portal from Chromebook in Manchester, UK.

To keep your account safe, kindly re-enable access by tomorrow via hxxps://update-nimbusdrive[.]invalid/access?rid=178419.

Open security page: hxxps://auth-nimbusdrive[.]invalid/recheck?rid=940950

SIMULATION: This content is for training only.

Many thanks,
Skyler",phishing-credential
"Subject: CloudCask MFA approval denied on hotel business center in Lisbon, PT (action required)

Hi Jordan,

We it seemsdetected MFA approval denied for your Expense portal from hotel business center in Lisbon, PT.

To keep your account safe, kindly reset your password within 48 hours via hxxps://confirm-arksync[.]invalid/update?rid=280599.

Open security page: hxxps://secure-vertex365[.]invalid/auth?rid=361197

SIMULATION: This content is for training only.

Kind regards,
Lee",phishing-credential
"Subject: ArkSync security questions attempted on hotel business center in Boston, US (review)

Dear Emerson,

We detected security questions attempted for your Source control from hotel business center in Boston, US.

To keep your account safe, kindly revalidate unusual sign-in this morning via hxxps://notice-skydocs[.]invalid/update?rid=563758.

Open security page: hxxps://account-nimbusdrive[.]invalid/confirm?rid=644165

SIMULATION: This content is for training only.

Sincerely,
Skyler

Do not share verification codes with anyone.

SIMULATION: This message is for security training only.",phishing-credential
"Subject: CoreVault new authenticator enrolled on Ubuntu host in Lisbon, PT (final notice)

Good afternoon Hayden,

We to be safedetected new authenticator enrolled for your SSO portal from Ubuntu host in Lisbon, PT.

To keep your account safe, kindly revalidate unusual sign-in by tomorrow via hxxps://notice-cloudcask[.]invalid/account?rid=153910.

Open security page: hxxps://account-vertex365[.]invalid/recheck?rid=225334

SIMULATION: This content is for training only.

Many thanks,
Blair

SIMULATION: This message is for security training only.

Reference: [ID-520224]",phishing-credential
"Subject: DocNest security questions attempted on Chromebook in Zurich, CH (review)

Hey Riley,

We as a precautiondetected security questions attempted for your Payroll system from Chromebook in Zurich, CH.

To keep your account safe, kindly confirm your login before midnight via hxxps://account-docnest[.]invalid/security?rid=365162.

Open security page: hxxps://auth-cloudcask[.]invalid/validate?rid=323627

SIMULATION: This content is for training only.

Regards,
Emerson

Do not share verification codes with anyone.

Reference: [ID-819445]",phishing-credential
"Subject: CoreVault OAuth grant from unknown app on Windows 10 VM in Atlanta, US (action required)

Good afternoon Kendall,

We as a precautiondetected OAuth grant from unknown app for your Password manager from Windows 10 VM in Atlanta, US.

To keep your account safe, kindly confirm your login in 24 hours via hxxps://notice-nimbusdrive[.]invalid/account?rid=694492.

Open security page: hxxps://notice-arksync[.]invalid/auth?rid=731425

SIMULATION: This content is for training only.

Many thanks,
Dana

SIMULATION: This message is for security training only.",phishing-credential
"Subject: SkyDocs stale refresh token reused on Pixel 9 in Milan, IT (review)

Hello Skyler,

We based on logsdetected stale refresh token reused for your Expense portal from Pixel 9 in Milan, IT.

To keep your account safe, kindly confirm your login by end of day via hxxps://notice-vertex365[.]invalid/access?rid=961695.

Open security page: hxxps://account-vertex365[.]invalid/validate?rid=180115

SIMULATION: This content is for training only.

Best,
Elliot

SIMULATION: This message is for security training only.

Reference: [ID-360734]",phishing-credential
"Subject: NimbusDrive OAuth grant from unknown app on Chromebook in Manchester, UK (urgent)

Hello Skyler,

We we believedetected OAuth grant from unknown app for your Expense portal from Chromebook in Manchester, UK.

To keep your account safe, kindly confirm your identity within 48 hours via hxxps://auth-corevault[.]invalid/access?rid=173925.

Open security page: hxxps://check-corevault[.]invalid/recheck?rid=852386

SIMULATION: This content is for training only.

Regards,
Kendall

Do not share verification codes with anyone.",phishing-credential
"Subject: Vertex365 security questions attempted on macOS Sonoma desktop in Oslo, NO (high importance)

Hi Riley,

We detected security questions attempted for your Payroll system from macOS Sonoma desktop in Oslo, NO.

To keep your account safe, kindly re-enable access in 24 hours via hxxps://auth-arksync[.]invalid/update?rid=357320.

Open security page: hxxps://account-docnest[.]invalid/auth?rid=876006

SIMULATION: This content is for training only.

Thanks,
Shawn

Do not share verification codes with anyone.",phishing-credential
"Subject: ArkSync MFA approval denied on Pixel 9 in Lisbon, PT (review)

Hi Arden,

We detected MFA approval denied for your Source control from Pixel 9 in Lisbon, PT.

To keep your account safe, kindly confirm your identity by end of day via hxxps://account-corevault[.]invalid/update?rid=684019.

Open security page: hxxps://notice-cloudcask[.]invalid/auth?rid=515941

SIMULATION: This content is for training only.

Regards,
Sam",phishing-credential
"Subject: SkyDocs MFA approval denied on airport kiosk in Auckland, NZ (urgent)

Hello Casey,

We likelydetected MFA approval denied for your Password manager from airport kiosk in Auckland, NZ.

To keep your account safe, kindly confirm your identity this morning via hxxps://update-vertex365[.]invalid/portal?rid=196205.

Open security page: hxxps://revalidate-corevault[.]invalid/auth?rid=198986

SIMULATION: This content is for training only.

Thanks,
Blair",phishing-credential
"Subject: ArkSync we noticed a passwordless sign-in on Windows 10 VM in Zurich, CH (review)

Good morning Jordan,

We based on logsdetected we noticed a passwordless sign-in for your Password manager from Windows 10 VM in Zurich, CH.

To keep your account safe, kindly reset your password immediately via hxxps://secure-docnest[.]invalid/account?rid=438855.

Open security page: hxxps://confirm-skydocs[.]invalid/validate?rid=263497

SIMULATION: This content is for training only.

Warm regards,
Emerson

SIMULATION: This message is for security training only.",phishing-credential
"Subject: ArkSync MFA approval denied on Chromebook in Zurich, CH (time-sensitive)

Good afternoon Reese,

We detected MFA approval denied for your Okta account from Chromebook in Zurich, CH.

To keep your account safe, kindly reset your password in 24 hours via hxxps://revalidate-nimbusdrive[.]invalid/portal?rid=252448.

Open security page: hxxps://update-docnest[.]invalid/confirm?rid=712243

SIMULATION: This content is for training only.

Thanks,
Shawn

Reference: [ID-740354]

SIMULATION: This message is for security training only.",phishing-credential
"Subject: NimbusDrive hardware key removed on iPad Pro in Melbourne, AU (review)

Good morning Skyler,

We as a precautiondetected hardware key removed for your CRM from iPad Pro in Melbourne, AU.

To keep your account safe, kindly confirm your identity this morning via hxxps://auth-vertex365[.]invalid/security?rid=320856.

Open security page: hxxps://auth-skydocs[.]invalid/confirm?rid=333608

SIMULATION: This content is for training only.

Regards,
Devin

Reference: [ID-311001]",phishing-credential
"Subject: NimbusDrive stale refresh token reused on Ubuntu host in Boston, US (urgent)

Hello Taylor,

We likelydetected stale refresh token reused for your Password manager from Ubuntu host in Boston, US.

To keep your account safe, kindly reset your password immediately via hxxps://update-vertex365[.]invalid/portal?rid=134756.

Open security page: hxxps://auth-vertex365[.]invalid/recheck?rid=773156

SIMULATION: This content is for training only.

Many thanks,
Jamie

Reference: [ID-180227]",phishing-credential
"Subject: Vertex365 new authenticator enrolled on iPad Pro in Melbourne, AU (review)

Dear Morgan,

We detected new authenticator enrolled for your Expense portal from iPad Pro in Melbourne, AU.

To keep your account safe, kindly confirm your identity this afternoon via hxxps://revalidate-arksync[.]invalid/account?rid=289849.

Open security page: hxxps://account-nimbusdrive[.]invalid/check?rid=121921

SIMULATION: This content is for training only.

Thanks,
Casey

SIMULATION: This message is for security training only.

Reference: [ID-101400]",phishing-credential
"Subject: CoreVault we noticed a passwordless sign-in on iPad Pro in Lisbon, PT (final notice)

Good afternoon Shawn,

We to be safedetected we noticed a passwordless sign-in for your Okta account from iPad Pro in Lisbon, PT.

To keep your account safe, kindly check unusual sign-in immediately via hxxps://account-skydocs[.]invalid/access?rid=178712.

Open security page: hxxps://update-skydocs[.]invalid/recheck?rid=296441

SIMULATION: This content is for training only.

Many thanks,
Skyler

Reference: [ID-515100]",phishing-credential
"Subject: DocNest MFA approval denied on unmanaged device in Manchester, UK (action required)

Hello Reese,

We it appearsdetected MFA approval denied for your Azure AD from unmanaged device in Manchester, UK.

To keep your account safe, kindly confirm your login today via hxxps://notice-vertex365[.]invalid/access?rid=462912.

Open security page: hxxps://notice-vertex365[.]invalid/validate?rid=659461

SIMULATION: This content is for training only.

Many thanks,
Drew

SIMULATION: This message is for security training only.",phishing-credential
"Subject: NimbusDrive OAuth grant from unknown app on macOS Sonoma desktop in Oslo, NO (immediate)

Hey Shawn,

We possiblydetected OAuth grant from unknown app for your Time tracking from macOS Sonoma desktop in Oslo, NO.

To keep your account safe, kindly reset your password today via hxxps://auth-cloudcask[.]invalid/portal?rid=804562.

Open security page: hxxps://notice-cloudcask[.]invalid/recheck?rid=447606

SIMULATION: This content is for training only.

Best,
Robin

SIMULATION: This message is for security training only.",phishing-credential
"Subject: CloudCask security questions attempted on Ubuntu host in Glasgow, UK (time-sensitive)

Good afternoon Drew,

We it appearsdetected security questions attempted for your Source control from Ubuntu host in Glasgow, UK.

To keep your account safe, kindly confirm your identity this morning via hxxps://revalidate-corevault[.]invalid/account?rid=653897.

Open security page: hxxps://auth-docnest[.]invalid/recheck?rid=539650

SIMULATION: This content is for training only.

Sincerely,
Drew

SIMULATION: This message is for security training only.

Reference: [ID-226818]",phishing-credential
"Subject: SkyDocs security questions attempted on Chromebook in Lisbon, PT (review)

Good morning Sage,

We detected security questions attempted for your CRM from Chromebook in Lisbon, PT.

To keep your account safe, kindly reset your password this morning via hxxps://update-docnest[.]invalid/access?rid=892804.

Open security page: hxxps://notice-skydocs[.]invalid/confirm?rid=754283

SIMULATION: This content is for training only.

Kind regards,
Alex",phishing-credential
"Subject: SkyDocs hardware key removed on Ubuntu host in Atlanta, US (action required)

Good morning Parker,

We possiblydetected hardware key removed for your Password manager from Ubuntu host in Atlanta, US.

To keep your account safe, kindly re-enable access by end of day via hxxps://secure-vertex365[.]invalid/update?rid=213713.

Open security page: hxxps://secure-arksync[.]invalid/recheck?rid=834908

SIMULATION: This content is for training only.

Regards,
Hayden

SIMULATION: This message is for security training only.

Reference: [ID-824919]",phishing-credential
"Subject: NimbusDrive SSO session expired on iPad Pro in Milan, IT (high importance)

Hello Jordan,

We detected SSO session expired for your Azure AD from iPad Pro in Milan, IT.

To keep your account safe, kindly re-enable access immediately via hxxps://account-skydocs[.]invalid/security?rid=104821.

Open security page: hxxps://notice-vertex365[.]invalid/recheck?rid=490406

SIMULATION: This content is for training only.

Many thanks,
Sam

SIMULATION: This message is for security training only.

Do not share verification codes with anyone.",phishing-credential
"Subject: DocNest new authenticator enrolled on Chromebook in Zurich, CH (action required)

Good morning Chris,

We detected new authenticator enrolled for your Okta account from Chromebook in Zurich, CH.

To keep your account safe, kindly confirm your login by Friday via hxxps://auth-corevault[.]invalid/security?rid=444525.

Open security page: hxxps://check-skydocs[.]invalid/validate?rid=295601

SIMULATION: This content is for training only.

Best,
Shawn

SIMULATION: This message is for security training only.",phishing-credential
"Subject: SkyDocs impossible travel detected on macOS Sonoma desktop in Manchester, UK (review)

Hey Jamie,

We it appearsdetected impossible travel detected for your Time tracking from macOS Sonoma desktop in Manchester, UK.

To keep your account safe, kindly confirm your login by Friday via hxxps://secure-docnest[.]invalid/security?rid=136348.

Open security page: hxxps://account-arksync[.]invalid/validate?rid=552042

SIMULATION: This content is for training only.

Regards,
Casey",phishing-credential
"Subject: ArkSync we noticed a passwordless sign-in on airport kiosk in Manchester, UK (review)

Hi Lee,

We detected we noticed a passwordless sign-in for your CRM from airport kiosk in Manchester, UK.

To keep your account safe, kindly confirm your login by Friday via hxxps://check-docnest[.]invalid/access?rid=534699.

Open security page: hxxps://account-nimbusdrive[.]invalid/auth?rid=858634

SIMULATION: This content is for training only.

Sincerely,
Sam

Do not share verification codes with anyone.",phishing-credential
"Subject: DocNest security questions attempted on Chromebook in Boston, US (review)

Good afternoon Rowan,

We detected security questions attempted for your Password manager from Chromebook in Boston, US.

To keep your account safe, kindly reset your password in 24 hours via hxxps://update-nimbusdrive[.]invalid/update?rid=210789.

Open security page: hxxps://notice-corevault[.]invalid/recheck?rid=601643

SIMULATION: This content is for training only.

Regards,
Emerson",phishing-credential
"Subject: SkyDocs impossible travel detected on macOS Sonoma desktop in Helsinki, FI (priority)

Good morning Blair,

We to be safedetected impossible travel detected for your CRM from macOS Sonoma desktop in Helsinki, FI.

To keep your account safe, kindly reset your password within 48 hours via hxxps://secure-corevault[.]invalid/security?rid=348756.

Open security page: hxxps://check-vertex365[.]invalid/validate?rid=561331

SIMULATION: This content is for training only.

Best,
Casey

Do not share verification codes with anyone.

Reference: [ID-342124]",phishing-credential
"Subject: SkyDocs security questions attempted on macOS Sonoma desktop in Auckland, NZ (high importance)

Hey Jordan,

We it seemsdetected security questions attempted for your Source control from macOS Sonoma desktop in Auckland, NZ.

To keep your account safe, kindly reset your password this morning via hxxps://secure-cloudcask[.]invalid/security?rid=282202.

Open security page: hxxps://check-docnest[.]invalid/confirm?rid=902243

SIMULATION: This content is for training only.

Thanks,
Robin",phishing-credential
"Subject: Vertex365 SSO session expired on Ubuntu host in Atlanta, US (high importance)

Dear Alex,

We detected SSO session expired for your Expense portal from Ubuntu host in Atlanta, US.

To keep your account safe, kindly reset your password immediately via hxxps://update-skydocs[.]invalid/update?rid=748718.

Open security page: hxxps://confirm-skydocs[.]invalid/validate?rid=217508

SIMULATION: This content is for training only.

Regards,
Hayden

Do not share verification codes with anyone.",phishing-credential
"Subject: DocNest OAuth grant from unknown app on Windows 10 VM in Manchester, UK (review)

Good morning Chris,

We it seemsdetected OAuth grant from unknown app for your Wiki from Windows 10 VM in Manchester, UK.

To keep your account safe, kindly verify unusual sign-in by tomorrow via hxxps://auth-docnest[.]invalid/access?rid=959579.

Open security page: hxxps://notice-docnest[.]invalid/confirm?rid=737475

SIMULATION: This content is for training only.

Kind regards,
Avery

Reference: [ID-874529]

SIMULATION: This message is for security training only.",phishing-credential
"Subject: DocNest SSO session expired on hotel business center in Boston, US (priority)

Hi Finley,

We detected SSO session expired for your SSO portal from hotel business center in Boston, US.

To keep your account safe, kindly re-enable access immediately via hxxps://account-skydocs[.]invalid/security?rid=993967.

Open security page: hxxps://confirm-corevault[.]invalid/auth?rid=947561

SIMULATION: This content is for training only.

Best,
Dana

SIMULATION: This message is for security training only.",phishing-credential
"Subject: NimbusDrive hardware key removed on new Edge browser profile in Auckland, NZ (review)

Dear Shawn,

We based on logsdetected hardware key removed for your Source control from new Edge browser profile in Auckland, NZ.

To keep your account safe, kindly confirm your identity before midnight via hxxps://notice-nimbusdrive[.]invalid/security?rid=787753.

Open security page: hxxps://account-skydocs[.]invalid/check?rid=605377

SIMULATION: This content is for training only.

Warm regards,
Emerson

SIMULATION: This message is for security training only.

Reference: [ID-620153]",phishing-credential
"Subject: DocNest we noticed a passwordless sign-in on hotel business center in Boston, US (final notice)

Hi Cameron,

We to be safedetected we noticed a passwordless sign-in for your SSO portal from hotel business center in Boston, US.

To keep your account safe, kindly reset your password today via hxxps://update-arksync[.]invalid/account?rid=331880.

Open security page: hxxps://notice-vertex365[.]invalid/validate?rid=980651

SIMULATION: This content is for training only.

Regards,
Arden

SIMULATION: This message is for security training only.",phishing-credential
"Subject: SkyDocs new authenticator enrolled on macOS Sonoma desktop in Boston, US (final notice)

Hello Alex,

We detected new authenticator enrolled for your Payroll system from macOS Sonoma desktop in Boston, US.

To keep your account safe, kindly confirm your login by Friday via hxxps://account-skydocs[.]invalid/security?rid=219406.

Open security page: hxxps://account-skydocs[.]invalid/confirm?rid=804402

SIMULATION: This content is for training only.

Regards,
Rowan

Reference: [ID-191528]

SIMULATION: This message is for security training only.",phishing-credential
"Subject: SkyDocs OAuth grant from unknown app on new Edge browser profile in Atlanta, US (priority)

Hello Shawn,

We it appearsdetected OAuth grant from unknown app for your Password manager from new Edge browser profile in Atlanta, US.

To keep your account safe, kindly re-enable access by tomorrow via hxxps://account-docnest[.]invalid/security?rid=283980.

Open security page: hxxps://check-vertex365[.]invalid/confirm?rid=729029

SIMULATION: This content is for training only.

Sincerely,
Jamie

Do not share verification codes with anyone.

Reference: [ID-733919]",phishing-credential
"Subject: SkyDocs SSO session expired on airport kiosk in Helsinki, FI (review)

Good morning Dana,

We detected SSO session expired for your Time tracking from airport kiosk in Helsinki, FI.

To keep your account safe, kindly confirm your identity by Friday via hxxps://auth-corevault[.]invalid/portal?rid=860250.

Open security page: hxxps://secure-corevault[.]invalid/confirm?rid=441434

SIMULATION: This content is for training only.

Many thanks,
Lee",phishing-credential
"Subject: CoreVault MFA approval denied on Windows 10 VM in Glasgow, UK (review)

Good afternoon Lee,

We it appearsdetected MFA approval denied for your SSO portal from Windows 10 VM in Glasgow, UK.

To keep your account safe, kindly confirm your login this afternoon via hxxps://update-skydocs[.]invalid/update?rid=726927.

Open security page: hxxps://account-cloudcask[.]invalid/auth?rid=538043

SIMULATION: This content is for training only.

Regards,
Reese

Do not share verification codes with anyone.",phishing-credential
"Subject: Revenue Ireland: remittance advice available - verify VAT ID to receive $18.30 USD

Dear Hayden,

A remittance advice of $18.30 USD is ready; it seemsyour VAT ID needs reconfirmation.

Submit via invoice settlement site: hxxps://notice-unioncrown[.]invalid/reclaim?rid=750497

SIMULATION: Never enter personal data on unknown sites.

Kind regards,
Blair",phishing-payment
"Subject: IRS: withholding statement available - verify routing number to receive $74.99 USD

Dear Alex,

A withholding statement of $74.99 USD is ready; it appearsyour routing number needs reconfirmation.

Submit via claims portal: hxxps://secure-revenueoffice[.]invalid/details?rid=667193

SIMULATION: Never enter personal data on unknown sites.

Sincerely,
Dana",phishing-payment
"Subject: Milestone invoice 6250 collections queue - $74.99 USD payable to Nimbus Lighting

Hey Casey,

Kindly review the online milestone invoice for $74.99 USD payable via bank transfer.

Pay securely via: hxxps://notice-unioncrown[.]invalid/statement?rid=628146

SIMULATION: No payment is due; training example only.

Best,
Lee

We will never ask for your full PIN.

SIMULATION: Training content. No payment is requested.",phishing-payment
"Subject: Harborline Trust: wire drawdown beneficiary name mismatch - $1,249.00 USD (review required)

Dear Devin,

A wire drawdown of $1,249.00 USD from treasury workstation is on hold due to beneficiary name mismatch.

Confirm to avoid audit exception: hxxps://secure-publicrevenueagency[.]invalid/confirm?rid=775605

SIMULATION: Do not provide real payment info.

Many thanks,
Shawn

We will never ask for your full PIN.",phishing-payment
"Subject: Milestone invoice 4388 final dunning - $27.50 USD payable to Nimbus Lighting

Dear Jordan,

Kindly review the online milestone invoice for $27.50 USD payable via SEPA.

Pay securely via: hxxps://auth-localtaxationoffice[.]invalid/billing?rid=493724

SIMULATION: No payment is due; training example only.

Warm regards,
Devin

SIMULATION: Training content. No payment is requested.

We will never ask for your full PIN.",phishing-payment
"Subject: Harborline Trust: SEPA transfer duplicate invoice flag - $129.00 USD (review required)

Hello Jamie,

A SEPA transfer of $129.00 USD from vendor portal is on hold due to duplicate invoice flag.

Confirm to avoid fee assessment: hxxps://secure-publicrevenueagency[.]invalid/auth?rid=820704

SIMULATION: Do not provide real payment info.

Thanks,
Parker",phishing-payment
"Subject: Union & Crown: crypto swap FX compliance check - $12.49 USD (review required)

Hey Kendall,

A crypto swap of $12.49 USD from point-of-sale gateway is on hold due to FX compliance check.

Confirm to avoid payment recall: hxxps://auth-equinoxfinancial[.]invalid/recheck?rid=368903

SIMULATION: Do not provide real payment info.

Best,
Cameron",phishing-payment
"Subject: Remittance advice 4435 collections queue - $27.50 USD payable to Mosaic Events

Good morning Jordan,

Kindly review the online remittance advice for $27.50 USD payable via wire.

Pay securely via: hxxps://verify-blueoakbank[.]invalid/billing?rid=856422

SIMULATION: No payment is due; training example only.

Kind regards,
Sam

Case: [ID-313997]",phishing-payment
"Subject: Credit adjustment 2403 escalated to AP - $1,249.00 USD payable to Cobalt Freight

Hey Kendall,

Kindly review the online credit adjustment for $1,249.00 USD payable via virtual card.

Pay securely via: hxxps://secure-pioneercredit[.]invalid/statement?rid=221166

SIMULATION: No payment is due; training example only.

Best,
Hayden",phishing-payment
"Subject: Revenue Ireland: remittance advice available - verify contact number to receive $12.49 USD

Dear Finley,

A remittance advice of $12.49 USD is ready; your contact number needs reconfirmation.

Submit via tax refund center: hxxps://secure-northbridgesavings[.]invalid/submit?rid=910306

SIMULATION: Never enter personal data on unknown sites.

Warm regards,
Finley

We will never ask for your full PIN.",phishing-payment
"Subject: Framework agreement 7224 final dunning - $2,480.50 USD payable to IvyTown Facilities

Hi Dana,

Kindly review the online framework agreement for $2,480.50 USD payable via bank transfer.

Pay securely via: hxxps://confirm-pioneercredit[.]invalid/pay?rid=152445

SIMULATION: No payment is due; training example only.

Warm regards,
Parker",phishing-payment
